index,1,73,74,39,4,33,34,35,22,19,80,81,97
230,Tamil Nadu,76.1,87.3,93.0,62.7,20.6,19.8,15.7,88.4,74.8,75.9,99.4,82.6
231,Odisha,83.0,78.2,74.2,64.3,43.4,34.3,16.1,94.4,92.6,58.3,78.1,47.6
232,Madhya Pradesh,31.5,67.6,71.8,52.1,34.8,27.2,19.5,87.9,79.0,68.5,93.5,67.6
233,Uttar Pradesh,53.1,78.7,71.3,52.8,32.1,25.5,11.5,78.7,73.1,80.4,99.8,78.4
234,Madhya Pradesh,56.6,88.8,89.0,69.4,30.4,25.4,21.1,87.47797252747252,80.58622527472527,69.6,92.4,75.2
235,Maharashtra,58.4,74.5,78.5,69.4,36.3,36.9,30.5,74.6,75.8,59.7,94.3,76.5
236,Assam,36.9,68.3,65.5,63.7,34.6,35.2,20.5,79.5,59.9,72.2,87.3,73.7
237,Gujarat,81.2,91.1,87.4,80.3,48.6,48.1,28.4,89.3,85.7,53.0,97.4,53.2
238,Gujarat,88.7,88.0,89.2,71.7,47.1,51.9,35.7,96.9,96.6,58.9,91.0,71.7
239,Goa,96.0,99.5,98.0,42.5,28.3,21.0,21.4,0.0,0.0,88.2,99.0,93.8
240,Gujarat,65.7,78.8,81.7,69.8,40.9,45.5,24.5,87.3,83.8,77.7,97.2,74.0
241,Puducherry,85.0,96.8,93.6,43.5,48.2,32.6,7.3,100.0,100.0,99.8,98.0,99.6
242,Bihar,30.9,60.7,64.2,63.2,42.3,45.0,25.8,85.5,76.8,50.7,99.7,42.1
243,Himachal Pradesh,85.2,88.7,85.5,54.1,28.6,24.2,18.5,100.0,96.8,84.3,95.7,84.9
244,Madhya Pradesh,35.9,71.5,79.8,49.7,42.7,35.8,15.2,88.3,79.2,68.8,86.7,69.4
245,Maharashtra,81.8,95.2,91.5,42.8,33.6,34.7,18.9,76.4,74.5,82.0,97.3,90.7
246,Uttar Pradesh,35.3,62.8,63.6,58.7,44.5,34.7,17.0,89.1,80.8,69.2,100.0,56.8
247,Madhya Pradesh,57.9,77.8,76.4,45.0,32.6,31.1,19.7,80.3,72.5,53.7,90.1,57.0
248,Assam,63.1,73.6,77.8,71.5,32.8,32.2,21.5,95.1,82.8,66.7,96.8,70.5
249,Gujarat,61.2,85.1,83.2,77.6,37.3,39.5,30.9,86.9,74.3,63.3,97.7,70.9
250,Haryana,45.9,65.9,66.9,66.4,44.4,37.3,14.2,65.7,57.8,71.7,97.1,41.9
251,Gujarat,56.6,79.7,83.4,77.7,31.0,41.4,28.2,85.1,81.9,72.1,97.0,75.1
252,Mizoram,56.7,67.1,39.4,34.2,26.5,11.1,9.5,85.0,82.2,95.6,96.0,91.6
253,Jharkhand,32.4,61.2,59.1,55.7,42.2,39.8,17.2,78.7,73.6,48.1,83.3,57.7
254,Odisha,91.0,95.4,93.6,71.5,17.1,16.9,13.2,96.6,92.4,73.2,94.6,84.9
255,Maharashtra,58.2,74.4,74.2,69.2,45.8,57.2,30.7,86.5,77.0,54.1,94.6,57.7
256,Maharashtra,53.5,76.1,79.3,63.1,36.0,35.2,19.0,81.2,82.3,68.0,94.8,71.9
257,Odisha,79.2,83.5,83.9,60.4,43.1,33.5,15.9,100.0,98.0,39.4,89.5,40.6
258,Assam,44.1,73.5,80.0,66.9,38.9,35.4,24.3,90.6,71.9,75.3,90.7,74.1
259,Mizoram,63.4,72.3,52.1,31.6,27.2,13.1,12.1,92.7,87.7,98.3,98.6,97.7
260,Haryana,76.9,95.3,97.3,64.8,21.8,19.3,12.0,97.1,85.1,82.6,99.2,84.9
261,Manipur,66.6,55.0,51.1,37.8,34.0,14.7,8.3,60.6,69.3,85.2,68.6,80.2
262,Madhya Pradesh,52.7,88.1,84.7,54.6,39.2,36.1,18.4,78.4,68.7,55.5,86.8,56.7
263,Bihar,37.9,66.7,69.8,75.9,43.0,37.5,19.4,85.7,68.2,37.6,90.5,48.7
264,Karnataka,74.6,88.0,88.2,45.1,31.3,28.1,19.2,85.4,78.2,90.4,99.2,87.3
265,Madhya Pradesh,63.6,85.6,85.8,43.6,24.0,30.7,18.4,88.5,90.6,69.4,79.8,72.1
266,Madhya Pradesh,69.1,92.1,86.1,56.7,41.9,44.9,20.5,91.8,89.8,79.6,83.3,77.4
267,Haryana,60.4,91.5,91.2,67.1,29.0,20.6,6.0,95.7,78.6,89.7,97.5,78.8
268,Jharkhand,33.8,70.3,70.1,63.3,43.7,37.3,18.4,92.5,82.1,46.3,94.9,62.5
269,Assam,42.0,67.9,72.6,71.8,43.2,30.5,16.1,87.0,77.0,62.3,94.6,78.7
270,Maharashtra,72.6,93.3,92.5,56.5,43.2,33.9,18.0,88.9,83.0,72.5,94.6,83.3
271,Jammu And Kashmir,31.6,81.2,77.1,71.8,21.8,25.9,22.5,100.0,100.0,75.4,96.1,87.7
272,Gujarat,57.5,78.4,73.4,56.9,39.2,41.8,27.1,78.4,67.8,63.8,96.9,75.1
273,Maharashtra,72.7,86.7,84.8,66.8,45.0,47.2,31.7,90.1,91.8,68.9,89.7,79.9
274,Jammu And Kashmir,89.2,90.5,89.6,81.0,24.9,25.5,25.1,98.3,93.2,67.7,88.0,76.0
275,Madhya Pradesh,30.9,73.5,74.6,63.1,45.1,39.2,23.2,76.4,70.1,43.8,85.5,55.7
276,Assam,32.7,57.3,61.4,57.6,28.7,38.2,30.7,76.9,74.4,57.6,43.8,77.2
277,Madhya Pradesh,58.1,72.2,66.7,60.1,37.3,36.0,25.2,79.6,78.7,52.6,77.9,60.7
278,Madhya Pradesh,36.9,72.2,79.8,67.1,45.1,34.6,17.5,87.1,79.6,55.5,86.5,60.5
279,Bihar,28.4,77.1,78.7,73.9,53.6,37.6,16.3,88.7,85.6,54.2,98.4,55.0
280,Ladakh,69.6,80.8,78.6,96.8,24.3,19.0,17.2,88.9,88.9,42.4,87.1,76.4
281,Chhattisgarh,68.2,84.9,84.9,75.7,45.6,45.8,19.4,83.8,85.8,60.5,95.1,49.3
282,Karnataka,58.7,92.4,85.4,51.5,29.9,35.0,17.7,97.2,95.7,68.9,99.1,71.5
283,Rajasthan,50.5,81.2,80.8,63.6,22.8,28.5,25.6,85.1,80.4,79.8,94.9,62.5
284,Telangana,70.1,87.1,85.4,79.3,28.4,25.3,21.8,96.1,86.7,75.3,99.1,68.7
285,Uttar Pradesh,39.3,73.7,72.0,61.8,46.9,25.6,9.5,79.7,72.1,69.0,99.4,71.4
286,Tamil Nadu,97.7,98.1,98.6,49.3,30.6,25.0,14.8,97.1,97.1,61.7,98.5,79.8
287,Rajasthan,49.2,84.6,86.6,57.0,20.9,19.6,13.9,94.6,90.2,79.0,98.4,74.4
288,Uttarakhand,59.7,75.9,76.3,38.0,23.2,14.8,14.0,84.4,84.8,82.4,93.0,83.9
289,Telangana,65.7,92.2,95.3,60.6,31.7,28.0,29.8,94.1,81.2,76.4,99.2,62.6
290,West Bengal,89.9,87.8,92.4,68.4,32.4,23.6,13.3,95.0,92.8,80.4,99.5,85.5
291,Uttar Pradesh,56.3,79.1,73.9,55.8,29.6,33.7,23.3,85.5,74.9,69.6,99.8,68.8
292,Uttar Pradesh,33.6,60.2,61.6,60.9,48.8,30.6,15.0,88.9,60.5,62.7,99.8,67.8
293,Uttar Pradesh,52.4,83.6,79.1,46.9,28.8,26.7,22.0,93.7,91.0,83.8,99.7,71.2
294,Uttarakhand,58.7,82.0,82.7,30.2,25.6,20.6,12.4,100.0,96.0,84.5,90.9,87.6
295,Uttar Pradesh,46.2,86.3,80.8,53.5,42.3,33.4,25.0,78.2,78.8,69.0,94.3,65.6
296,Uttar Pradesh,49.9,81.2,81.2,45.1,32.1,23.7,10.2,92.4,83.3,82.7,99.7,79.0
297,Uttarakhand,44.3,78.1,79.6,31.8,26.0,22.9,17.0,96.3,85.1,89.2,93.3,86.3
298,West Bengal,87.5,67.0,70.8,57.3,36.7,32.2,21.2,94.8,95.1,70.1,100.0,85.6
299,Uttar Pradesh,53.3,83.0,83.3,55.7,30.2,26.9,18.5,92.4,88.3,85.6,99.9,73.7
300,Telangana,62.8,87.6,83.6,65.2,40.4,33.2,15.1,97.3,87.0,75.9,99.4,52.1
301,Tamil Nadu,92.37,91.702,91.313,38.411,26.502,22.948,16.748,96.313,92.243,83.327,96.588,89.11
302,Telangana,68.5,80.8,89.8,57.7,36.4,42.0,21.3,82.7,72.0,78.2,99.9,57.7
303,West Bengal,82.8,61.6,67.9,68.5,40.5,35.3,20.0,93.8,90.2,62.0,99.0,72.3
304,Tamil Nadu,80.7,94.8,97.2,44.3,20.3,21.0,18.4,100.0,100.0,79.4,97.0,88.5
305,Tripura,52.0,72.4,73.1,65.4,45.7,27.6,15.9,90.2,73.7,67.6,70.3,71.6
306,Tamil Nadu,94.9,88.1,94.0,67.2,23.9,20.5,12.4,97.1,88.5,53.8,98.4,75.4
307,Rajasthan,47.6,80.1,79.0,53.8,25.5,31.7,25.0,80.3,76.1,75.7,95.2,62.2
308,Arunachal Pradesh,39.3,53.2,58.1,44.4,29.7,15.6,9.0,77.3,63.9,75.7,92.9,77.0
309,Assam,64.5,70.5,72.8,76.1,39.0,34.8,23.5,90.0,82.0,75.9,96.4,71.9
310,Uttar Pradesh,42.4,79.1,82.3,56.5,25.5,26.0,10.3,87.7,86.4,87.0,99.9,76.3
311,Himachal Pradesh,62.7,72.9,70.8,47.4,42.6,26.0,15.4,100.0,100.0,86.5,85.5,84.1
312,Jharkhand,54.4,77.2,73.9,74.9,40.0,48.7,32.9,94.8,82.8,60.9,85.7,64.0
313,Tamil Nadu,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8
314,Uttar Pradesh,38.1,66.8,65.5,60.5,51.1,38.0,17.8,71.5,61.8,63.1,98.8,62.3
315,Mizoram,66.178,72.899,41.786,31.546,26.163,11.19,9.481,84.623,77.331,97.099,98.436,98.354
316,Rajasthan,75.0,91.2,94.7,46.6,31.4,25.9,14.6,97.1,89.1,63.8,97.6,56.1
317,Assam,42.8,63.9,70.2,60.6,29.1,52.9,48.0,85.5,84.2,61.5,62.3,80.7
318,Delhi,80.1,86.4,85.6,52.0,27.4,20.7,6.8,93.4,82.2,69.4,99.1,81.8
319,Uttar Pradesh,42.7,77.2,75.2,61.4,35.9,26.2,16.4,96.4,75.8,70.8,99.8,63.1
320,Jharkhand,49.3,82.4,78.4,61.3,40.2,38.7,20.1,95.3,86.4,50.1,75.2,63.7
321,Madhya Pradesh,74.2,91.4,87.4,48.5,32.0,28.1,19.6,88.2,87.9,77.0,99.8,69.2
322,Jammu And Kashmir,96.2,92.3,87.6,73.2,24.5,15.5,20.4,94.0,90.9,78.8,95.4,84.8
323,Odisha,85.3,69.7,70.4,73.7,43.6,39.8,16.1,93.7,93.7,50.5,91.3,42.0
324,Haryana,53.4,93.9,91.9,71.1,23.9,16.9,10.6,94.8,86.1,90.4,97.3,83.6
325,Gujarat,70.9,87.0,90.4,52.0,32.6,39.5,29.6,83.5,76.0,72.9,95.1,74.2
326,Telangana,75.1,89.8,90.0,58.0,37.8,29.5,13.9,87.6,85.8,81.1,99.4,72.1
327,Tamil Nadu,96.2,95.3,96.2,41.401,27.1,28.4,21.1,95.995,92.595,61.001,99.5,78.2
328,Tamil Nadu,97.8,94.8,89.9,50.3,25.2,15.7,10.3,96.2,87.6,75.2,99.5,87.7
329,Telangana,75.1,90.3,91.0,62.1,35.1,30.9,27.3,90.1,81.1,73.2,99.6,57.1
330,Ladakh,88.0,78.3,74.7,97.1,36.5,21.8,17.7,97.4,87.5,42.3,90.2,77.2
331,Madhya Pradesh,67.0,90.2,89.7,45.3,23.9,32.8,18.1,85.9,77.6,77.1,89.1,72.7
332,West Bengal,72.2,56.7,76.7,75.1,28.9,33.4,20.0,97.9,100.0,76.2,98.1,77.4
333,Tamil Nadu,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8
334,Madhya Pradesh,76.5,91.4,93.8,63.9,28.8,35.9,29.5,88.0,87.0,61.9,89.2,55.6
335,Telangana,62.6,74.1,85.9,76.6,28.1,29.6,19.3,88.6,65.1,84.1,97.2,71.0
336,West Bengal,56.8,48.5,58.1,73.8,25.8,30.6,15.5,91.7,90.6,69.8,87.8,77.0
337,Chhattisgarh,46.9,75.7,78.6,63.9,25.7,28.0,24.0,80.1,65.8,80.5,93.6,72.8
338,West Bengal,66.9,49.8,67.6,73.0,39.8,32.4,16.3,96.1,94.7,69.7,99.1,67.6
339,Tamil Nadu,87.686,93.315,96.044,56.107,19.945,21.435,17.789,96.12,94.371,85.993,99.033,91.36
340,Bihar,25.3,61.1,58.7,64.3,34.4,42.2,35.4,81.3,69.0,57.9,100.0,52.5
341,Uttar Pradesh,43.7,79.3,79.5,65.6,38.8,24.3,13.9,92.7,82.2,78.1,99.5,77.4
342,Gujarat,92.1,97.6,95.6,52.4,18.2,25.5,21.8,96.6,82.9,85.7,96.2,84.3
343,Punjab,47.7,86.6,87.9,62.7,23.4,18.1,10.4,95.9,95.8,92.4,99.7,78.3
344,Maharashtra,71.4,91.4,90.8,57.9,27.6,33.9,34.0,94.5,94.7,88.9,99.5,94.6
345,Mizoram,60.345,85.397,43.243,30.127,31.55,14.297,8.544,86.018,85.8,98.157,97.7,99.493
346,Karnataka,80.4,95.2,90.2,47.9,40.3,26.7,10.9,97.7,100.0,86.1,96.2,81.9
347,Meghalaya,48.0,70.9,67.2,62.0,39.5,26.3,14.9,87.4,84.1,86.3,83.7,89.0
348,Uttar Pradesh,33.2,76.1,74.7,43.4,34.7,27.0,19.1,89.1,84.5,79.0,99.8,66.7
349,Gujarat,92.5,95.0,93.2,85.8,37.8,34.8,23.2,93.9,95.3,85.3,98.0,82.9
350,Karnataka,63.6,73.3,72.2,61.8,57.6,45.2,17.7,89.3,85.3,37.4,95.2,48.1
351,Chhattisgarh,62.8,85.9,82.6,67.9,32.5,30.2,24.6,92.9,90.7,78.8,97.2,74.9
352,Maharashtra,71.7,80.2,79.4,64.8,29.0,38.0,26.2,95.9,92.5,75.7,95.8,87.8
353,Tamil Nadu,84.935,92.929,93.063,54.345,29.263,22.674,12.096,97.735,93.401,79.794,98.083,85.644
354,Sikkim,70.4,63.6,67.8,45.7,25.2,19.3,21.1,98.5,98.5,88.9,89.9,85.7
355,Karnataka,90.9,95.7,95.0,46.9,31.1,15.7,15.5,86.3,90.6,89.2,98.5,78.3
356,Chhattisgarh,57.7,83.4,79.1,54.3,29.4,30.6,17.5,96.9,87.9,75.8,96.4,71.0
357,Madhya Pradesh,52.9,82.2,83.7,61.0,49.5,44.0,21.8,97.5,93.0,53.5,94.0,67.2
358,Bihar,33.5,56.1,62.4,72.7,40.7,44.0,31.3,85.7,64.1,45.9,99.7,64.1
359,Gujarat,75.1,89.9,87.8,62.0,32.9,32.3,25.2,79.7,67.1,80.1,98.3,82.4
360,Karnataka,76.2,89.0,86.7,50.7,48.3,42.3,16.9,93.1,84.0,51.3,99.2,69.7
361,Jammu And Kashmir,75.9,64.7,63.6,74.6,17.7,11.7,13.0,86.6,80.8,62.7,76.5,68.2
362,Bihar,27.6,54.0,60.5,73.9,40.0,40.4,21.2,91.8,73.4,60.9,98.0,65.6
363,Chhattisgarh,74.0,80.6,79.9,77.9,41.8,37.4,21.2,76.8,80.1,35.5,96.0,39.8
364,Maharashtra,83.1,93.0,92.9,61.1,35.8,34.1,19.1,97.8,92.3,74.8,87.8,79.2
365,Maharashtra,68.5,92.3,97.0,61.7,37.3,46.6,38.5,97.5,97.5,77.3,96.5,87.8
366,Madhya Pradesh,60.3,84.5,84.0,62.9,34.7,36.2,29.8,95.6,93.7,72.8,94.7,64.3
367,Nagaland,9.7,25.6,22.4,46.0,35.5,23.3,7.8,83.4,72.2,86.4,86.7,78.2
368,Haryana,69.9,93.3,93.6,63.6,27.8,21.4,16.4,97.1,87.0,89.1,99.3,77.7
369,Odisha,74.9,89.0,94.4,69.9,32.3,28.9,15.8,97.2,85.4,62.0,100.0,80.1
370,Kerala,82.2,96.1,94.2,30.1,22.0,19.4,17.1,92.7,82.6,99.3,98.2,99.3
371,Jharkhand,26.6,61.6,60.0,78.0,51.3,51.4,23.6,84.0,73.4,38.3,88.6,41.4
372,Madhya Pradesh,63.6,86.5,87.7,63.7,49.3,41.7,17.9,93.6,93.1,57.6,85.2,37.1
373,Chhattisgarh,65.8,89.1,87.2,63.0,36.8,25.8,14.0,92.2,86.2,84.2,98.8,70.6
374,Meghalaya,28.5,60.6,55.1,67.3,32.2,26.4,19.9,92.1,91.1,71.4,58.6,82.6
375,Punjab,60.3,85.5,83.3,71.0,23.8,14.4,11.3,89.4,83.5,82.0,95.6,66.0
376,Manipur,61.3,58.2,56.8,28.7,25.1,9.8,12.1,71.9,77.4,81.2,62.5,84.2
377,Bihar,24.5,57.4,64.3,69.6,38.3,38.4,19.6,82.3,74.8,52.6,99.2,62.4
378,Bihar,17.9,59.0,63.1,62.8,34.5,39.6,27.5,78.6,67.0,61.0,98.8,67.6
379,Bihar,25.6,81.6,77.0,70.8,44.1,47.2,27.3,93.5,89.9,59.1,98.0,66.0
380,Sikkim,59.4,71.3,72.0,45.6,31.8,15.3,4.5,96.9,90.8,83.8,94.7,81.4
381,Odisha,82.7,89.3,91.1,58.4,23.9,18.9,10.2,92.3,88.5,72.9,89.6,69.5
382,Chhattisgarh,77.9,87.4,88.1,69.2,24.8,36.1,24.5,91.8,92.3,80.5,98.7,77.2
383,Himachal Pradesh,71.7,84.9,87.1,63.0,24.7,25.8,13.1,90.5,77.6,81.4,98.8,92.5
384,Mizoram,35.5,59.6,22.8,46.0,43.8,17.6,7.7,65.5,61.5,91.5,95.2,95.1
385,The Dadra And Nagar Haveli And Daman And Diu,90.9,92.2,91.9,64.3,42.4,42.1,20.9,100.0,100.0,63.1,94.8,72.8
386,Telangana,62.6,84.9,85.5,61.2,42.6,33.0,17.8,96.5,89.4,73.7,99.6,59.6
387,West Bengal,82.7,70.7,79.8,67.1,27.5,27.3,21.3,89.8,90.6,72.9,99.5,80.5
388,Uttarakhand,48.5,74.2,76.6,31.5,31.1,27.0,16.4,89.4,84.1,69.8,99.6,73.7
389,Uttar Pradesh,30.3,50.3,49.6,51.9,47.5,41.8,24.8,80.7,68.0,56.7,97.0,56.2
390,Uttar Pradesh,30.6,71.1,67.3,51.6,35.5,27.7,10.0,87.6,78.2,52.0,97.8,74.8
391,Telangana,77.9,87.6,89.8,78.3,27.5,33.1,28.8,97.0,76.1,77.8,98.0,73.7
392,Tamil Nadu,90.5,97.6,94.6,64.7,27.6,27.4,20.9,97.1,97.1,67.1,98.1,83.6
393,Uttar Pradesh,41.0,62.1,61.3,54.7,41.2,37.2,24.9,74.5,64.7,59.7,99.8,43.2
394,Himachal Pradesh,88.2,85.9,88.7,44.3,32.3,26.7,20.9,95.0,92.6,81.8,96.5,91.0
395,Nagaland,11.2,24.9,24.7,38.0,44.0,44.5,26.9,76.4,67.1,88.9,91.0,87.1
396,Jammu And Kashmir,66.5,88.7,86.3,83.7,26.8,20.6,18.9,95.7,92.5,77.0,95.8,74.1
397,Himachal Pradesh,75.3,83.4,85.6,52.4,32.2,18.9,11.3,96.4,94.1,80.1,96.9,89.1
398,Rajasthan,79.3,92.4,94.7,61.3,46.0,40.2,21.3,96.5,90.5,59.0,96.1,57.9
399,Puducherry,87.0,92.1,95.0,60.5,17.0,13.1,11.6,95.5,86.1,84.6,100.0,90.1
400,Meghalaya,57.5,33.6,41.6,40.0,44.6,23.8,11.2,56.6,53.2,80.9,90.0,93.7
401,Bihar,23.5,52.1,51.5,65.9,44.0,42.8,21.3,89.4,74.6,48.8,98.6,54.3
402,Rajasthan,64.7,95.7,94.1,52.6,22.6,23.5,17.4,89.1,89.9,62.3,93.1,56.4
403,Madhya Pradesh,55.2,73.3,78.1,51.9,27.6,26.8,22.4,85.8,71.9,47.8,74.2,52.1
404,Jammu And Kashmir,95.4,92.2,86.0,72.4,27.0,17.6,18.0,90.8,84.1,81.2,99.9,91.5
405,Madhya Pradesh,74.0,85.4,86.2,56.6,30.8,31.4,21.7,91.6,91.0,59.8,87.1,72.7
406,Jharkhand,39.2,67.9,66.8,62.0,39.4,40.7,24.5,86.8,69.8,54.9,91.4,46.6
407,Manipur,64.9,37.0,36.0,23.8,27.3,12.9,10.7,75.2,70.9,84.4,64.4,81.9
408,Karnataka,68.7,84.7,83.4,54.1,45.2,39.8,18.2,85.5,86.3,55.2,95.5,70.7
409,Haryana,72.3,96.2,96.1,63.1,28.9,22.1,12.5,83.1,84.7,90.0,98.5,85.8
410,Haryana,49.2,92.8,93.2,66.3,25.1,18.9,9.9,90.5,82.1,79.3,99.9,83.8
411,Chhattisgarh,64.1,79.4,77.3,79.7,37.6,42.2,22.8,86.7,77.2,79.5,98.8,54.7
412,Mizoram,52.5,63.9,44.9,42.4,26.4,13.9,7.4,95.2,87.4,92.7,97.3,89.6
413,Haryana,66.4,88.3,85.6,60.4,27.7,23.1,12.1,94.1,84.4,83.5,100.0,85.8
414,Arunachal Pradesh,32.1,56.7,56.7,39.2,36.8,19.2,12.2,84.3,74.4,80.9,94.7,62.3
415,Kerala,94.2,95.9,97.2,27.7,31.3,22.5,16.1,90.8,88.8,97.6,94.1,93.7
416,Assam,63.9,56.9,61.0,57.5,31.6,28.2,17.2,76.2,65.9,75.2,79.6,78.8
417,Karnataka,79.3,95.2,94.3,50.2,36.0,32.4,17.9,97.3,97.3,63.1,97.8,75.6
418,Manipur,66.6,55.0,51.1,37.8,34.0,14.7,8.3,60.6,69.3,85.2,68.6,80.2
419,Maharashtra,81.7,94.5,95.1,48.7,20.2,28.0,20.5,91.7,87.5,78.7,95.6,87.2
420,Rajasthan,42.0,89.4,87.5,60.5,37.6,37.3,26.6,95.9,91.2,49.9,94.8,53.3
421,Rajasthan,50.6,92.6,92.4,77.3,31.4,25.9,15.6,96.8,84.8,59.9,94.1,66.0
422,Jammu And Kashmir,69.8,71.2,69.1,68.6,37.3,31.9,19.8,87.8,85.8,69.8,76.4,77.3
423,West Bengal,63.1,79.7,80.9,84.5,31.1,40.0,30.3,89.3,80.1,58.3,95.5,70.9
424,Gujarat,84.2,93.9,91.3,62.6,37.5,33.4,20.2,87.5,72.9,85.8,96.8,75.6
425,Assam,49.8,53.1,62.9,72.6,33.8,32.5,21.3,75.9,48.6,73.8,82.3,70.0
426,Uttar Pradesh,43.1,75.2,75.4,66.2,45.9,35.2,15.4,88.7,73.0,79.7,100.0,53.9
427,Haryana,60.1,96.9,94.4,66.5,24.6,26.6,16.0,93.8,90.7,87.3,99.8,71.1
428,Uttar Pradesh,43.2,72.5,75.1,47.1,42.3,34.2,19.0,95.5,85.1,65.1,99.9,61.3
429,Maharashtra,47.4,64.4,66.8,60.2,37.6,41.8,22.8,77.2,55.9,60.1,89.0,73.4
430,Uttar Pradesh,45.9,67.5,59.6,49.1,37.9,32.6,15.1,70.9,58.4,59.5,95.8,67.7
431,Bihar,28.0,66.7,74.1,75.1,42.7,45.1,25.6,83.9,73.7,51.6,96.6,57.9
432,Telangana,81.9,84.1,89.9,66.2,29.9,32.3,17.5,93.2,77.7,76.5,97.3,62.4
433,Tamil Nadu,94.5,98.0,95.9,31.9,28.7,23.2,16.9,96.4,90.6,72.4,98.7,79.0
434,Tamil Nadu,91.4,95.7,96.2,58.8,25.3,20.1,15.1,100.0,90.8,54.6,93.2,74.6
435,Punjab,72.8,88.2,86.1,56.0,24.8,16.7,10.3,97.7,92.9,88.2,99.9,86.8
436,Punjab,60.5,96.6,94.7,58.8,17.9,11.2,12.0,100.0,100.0,91.3,99.7,88.1
437,Manipur,77.4,79.0,65.3,33.3,15.5,11.7,7.9,70.5,84.1,52.6,77.7,88.4
438,Kerala,78.3,93.4,90.0,30.4,19.4,17.9,14.0,83.7,79.5,99.5,93.9,99.1
439,Uttar Pradesh,42.5,77.2,73.9,39.0,36.8,39.4,26.5,77.4,73.9,69.1,99.8,71.3
440,Rajasthan,50.4,83.5,87.8,42.1,23.1,18.3,12.8,86.5,77.6,77.9,99.4,71.8
441,Telangana,69.7,87.2,91.0,57.3,31.7,33.4,18.1,97.2,83.3,63.6,98.3,58.6
442,Punjab,51.4,88.4,86.4,63.3,24.6,19.2,12.8,90.5,69.5,87.7,99.4,84.1
443,Odisha,79.0,89.6,90.9,53.3,37.0,38.6,20.1,95.3,93.7,52.9,92.5,68.8
444,Karnataka,88.7,87.0,84.8,47.2,15.6,19.8,20.0,100.0,100.0,89.6,98.3,82.7
445,Delhi,91.0,92.4,88.3,65.9,27.1,16.8,10.6,91.6,83.3,86.2,99.7,87.5
446,Telangana,78.5,79.5,85.9,65.2,30.5,38.4,26.2,95.3,87.8,72.5,99.4,63.1
447,Uttar Pradesh,41.7,68.6,72.1,51.6,45.9,28.0,12.1,71.4,70.5,44.6,100.0,57.7
448,Odisha,94.9,93.9,92.4,56.1,13.8,11.3,8.9,100.0,98.0,67.3,98.5,86.4
449,Jammu And Kashmir,86.4,81.7,78.9,74.5,25.9,18.8,15.6,95.7,95.6,66.7,76.8,79.3
450,Jammu And Kashmir,76.4,75.7,75.4,92.2,27.5,17.7,22.8,94.6,91.6,59.6,86.8,71.3
451,Chhattisgarh,55.4,89.6,88.9,59.5,39.1,28.0,14.9,95.2,90.9,66.3,97.5,74.9
452,Mizoram,56.7,67.1,39.4,34.2,26.5,11.1,9.5,85.0,82.2,95.6,96.0,91.6
453,Arunachal Pradesh,29.1,53.6,54.6,39.5,35.7,14.2,15.8,77.8,71.9,75.6,93.6,59.1
454,Bihar,34.5,70.1,70.1,66.3,45.6,52.9,36.8,94.7,85.0,43.4,99.9,62.5
455,Chhattisgarh,69.9,94.2,92.5,61.8,38.9,27.7,16.9,92.2,85.8,89.5,98.5,80.3
456,Chhattisgarh,54.6,91.5,91.9,50.3,38.4,27.6,16.4,95.7,93.4,80.5,98.8,71.1
457,Odisha,89.0,90.5,94.1,67.1,40.7,36.3,25.5,100.0,98.0,62.4,93.0,71.1
458,Gujarat,82.7,85.4,86.9,60.3,32.2,32.3,26.0,78.2,74.5,72.0,99.2,71.8
459,Madhya Pradesh,51.5,81.3,79.7,65.1,49.4,31.2,16.8,88.4,76.3,55.4,92.7,69.1
460,Bihar,11.7,38.5,40.8,67.9,47.8,42.7,20.5,87.2,74.5,40.5,100.0,43.1
461,Uttar Pradesh,38.5,72.9,72.5,57.8,33.4,28.0,14.4,80.0,69.8,72.8,100.0,76.5
462,Nagaland,18.2,47.4,47.3,21.1,31.4,22.9,11.7,100.0,96.3,96.7,97.4,94.0
463,Haryana,49.6,96.4,94.5,50.7,25.5,22.9,8.8,84.2,86.2,88.5,96.2,81.3
464,Rajasthan,46.2,80.8,85.5,55.2,31.5,26.2,16.2,92.0,82.7,79.0,96.9,67.2
465,Odisha,75.8,90.7,89.8,68.7,33.3,30.0,22.7,97.7,95.4,58.2,63.4,74.1
466,Punjab,48.4,83.9,84.7,61.1,30.0,22.0,12.9,89.9,78.4,84.8,95.6,75.4
467,Uttar Pradesh,47.6,82.3,79.4,41.4,40.5,30.3,14.8,81.1,78.7,62.6,99.1,75.9
468,Uttar Pradesh,39.3,62.8,67.2,67.8,31.6,21.3,11.0,90.3,75.0,71.2,98.4,64.4
469,Arunachal Pradesh,30.4,61.4,60.6,36.7,24.5,16.2,15.1,86.6,57.5,87.7,99.1,76.1
470,Telangana,74.8,83.4,80.3,68.0,45.7,52.0,29.5,86.7,72.5,50.8,95.7,64.8
471,Gujarat,73.8,92.4,86.4,60.1,28.4,28.9,23.8,92.7,78.4,86.6,99.7,83.1
472,Karnataka,63.1,78.9,74.0,51.5,38.4,32.8,18.8,89.2,81.2,83.3,97.5,76.0
