Output Feature,avg_rmse,avg_r2_score
6,6.367071039298511,0.7274469726740123
7,6.809198578884605,0.7818916019569085
9,3.2973307699280676,0.8737484773510283
10,9.697770169982663,0.6169744891805061
37,5.543986258956851,0.614497450538687
39,5.3842522345333315,0.8646284630517854
70,11.166649849066218,0.7352333459807616
71,9.736943813858948,0.707054984338164
73,10.606277568957934,0.7450825984294879
74,7.51364651851203,0.7139576970753299
101,6.915436162692235,0.7193311505212293
